OTUID	MNAW0514.1	MNAW0514.2	MNAW0515.1	MNAW0515.2	MNAW0914.1	MNAW0914.2	MNAW0915.1	MNAW0915.2	MNAW1214.1	MNAW1214.2	NAW0514.1	NAW0514.2	NAW0515.1	NAW0515.2	NAW0914.1	NAW0914.2	NAW0915.1	NAW0915.2	NAW1214.1	NAW1214.2	NSAIW0514.1	NSAIW0514.2	NSAIW0515.1	NSAIW0515.2	NSAIW0914.1	NSAIW0914.2	NSAIW0915.1	NSAIW0915.2	NSAIW1214.1	NSAIW1214.2	NSDW0514.1	NSDW0514.2	NSDW0515.1	NSDW0515.2	NSDW0914.1	NSDW0914.2	NSDW0915.1	NSDW0915.2	NSDW1214.1	NSDW1214.2
zASV1304	81	0	2	6	3	3	11	10	16	6	7	7	11	28	15	8	8	40	11	7	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
zASV1305	34	64	3	24	35	22	327	479	60	39	4	1	17	23	108	95	150	328	60	48	25	2	21	14	5	23	14	20	5	0	3	5	2	4	2	22	1	3	3	1
zASV1307	2	24	0	6	2	6	98	138	19	15	28	7	8	12	17	31	22	66	20	19	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0
zASV1309	4	0	2	8	7	3	14	17	16	6	5	0	10	7	14	4	4	12	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV131	337	0	15	89	67	56	334	533	76	28	498	300	49	55	287	252	69	169	69	60	20	13	7	11	11	17	17	16	3	5	18	11	6	6	5	58	17	7	3	2
zASV1310	0	0	0	2	0	2	6	5	4	1	0	0	1	1	0	1	0	0	0	0	0	0	0	6	4	9	7	14	0	0	0	0	0	0	0	8	156	101	0	1
zASV1311	5	0	3	9	6	1	31	51	13	12	0	0	13	11	7	5	9	31	17	9	3	1	4	12	2	15	12	5	3	3	0	0	0	0	0	8	2	0	4	2
zASV1312	2	37	8	32	0	0	7	6	48	42	26	22	38	18	17	35	8	10	48	50	0	0	0	0	3	1	6	0	1	0	0	1	0	0	1	5	14	8	0	1
zASV1313	0	0	1	3	1	1	4	9	8	1	2	1	13	10	10	16	7	29	17	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1314	28	180	18	63	9	26	210	260	66	48	8	5	49	55	92	58	33	128	77	52	5	3	4	8	3	4	9	9	1	0	2	2	9	0	0	14	0	2	10	3
zASV1316	3	0	1	38	1	4	11	14	72	49	17	17	13	11	5	6	9	9	15	14	6	4	2	0	4	1	13	9	8	0	4	2	3	0	3	32	11	12	3	1
zASV1317	34	0	5	14	5	10	52	84	108	52	11	3	13	11	0	1	14	23	26	35	0	1	0	2	2	5	3	3	1	4	0	0	0	0	0	10	11	3	1	1
zASV1318	13	0	11	59	12	16	108	154	45	21	5	4	24	43	45	55	55	140	57	56	1	2	7	16	8	13	18	12	16	6	3	1	4	0	0	50	1	2	3	1
zASV1319	19	0	6	12	5	3	20	21	12	3	4	2	7	12	11	11	5	22	8	9	11	4	7	7	2	2	6	8	8	2	18	9	7	2	2	44	11	9	7	0
zASV1320	14	51	25	159	5	12	46	80	161	78	37	8	84	73	18	23	44	108	176	126	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	4	13	0	0
zASV1321	52	12	4	14	6	3	44	72	7	11	411	298	14	9	39	32	38	66	13	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
zASV1322	2	6	0	4	0	1	4	13	16	10	0	0	32	39	3	9	26	76	28	18	3	0	2	1	1	2	1	2	5	1	0	0	2	0	0	9	1	4	1	0
zASV1323	4	0	0	15	7	4	10	22	15	6	5	3	12	23	18	16	5	19	19	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
zASV1325	0	0	2	21	3	5	9	10	15	9	0	0	26	26	3	6	12	13	23	17	18	15	6	5	16	5	10	8	15	4	8	6	14	4	3	54	14	11	26	6
zASV1326	4	0	2	23	5	7	11	19	17	3	5	4	7	8	11	18	13	23	21	22	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
zASV1328	18	0	10	23	4	3	68	110	25	17	31	10	68	56	12	12	22	68	34	33	2	0	3	1	0	2	2	5	0	0	0	0	0	0	1	4	1	0	0	0
zASV1329	1	17	11	116	4	18	17	30	60	49	0	0	69	85	4	4	63	73	60	36	60	42	19	37	60	7	60	38	53	15	33	24	39	18	5	152	50	44	121	50
zASV133	266	284	13	46	26	33	60	91	48	27	62	58	61	73	92	115	56	108	45	28	739	504	306	718	499	334	795	813	635	192	704	356	438	226	146	2679	608	341	447	171
zASV1330	53	88	14	59	31	21	66	101	43	41	17	14	115	137	49	62	69	124	58	54	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0
zASV1332	6	43	16	71	3	11	98	154	38	24	8	6	23	38	50	25	48	109	69	34	0	1	9	23	14	11	13	23	17	3	3	0	7	0	1	40	4	7	1	2
zASV1333	44	0	7	16	5	15	118	123	39	27	10	8	9	8	29	36	14	40	29	13	2	7	10	19	12	20	30	25	11	1	0	0	2	1	4	25	0	1	4	0
zASV1334	23	29	18	101	29	18	62	97	94	55	4	5	121	191	50	51	53	125	174	130	30	2	53	116	21	24	81	104	36	17	1	0	6	8	10	120	3	11	26	5
zASV1335	136	107	10	6	10	12	99	135	27	22	9	11	5	9	118	105	24	64	28	10	65	61	39	63	172	40	319	273	77	6	18	116	356	183	2	256	892	918	716	109
zASV1336	0	31	9	22	2	2	42	81	32	19	9	1	7	13	2	5	11	38	12	15	0	0	0	1	1	5	6	3	0	0	0	0	0	0	1	2	0	0	0	0
zASV1338	62	0	2	8	3	4	10	12	10	2	170	87	7	11	25	20	16	12	11	10	0	4	11	12	5	4	32	30	3	1	7	0	12	3	3	25	10	5	15	2
zASV1339	42	0	3	12	0	6	5	17	9	7	144	69	6	7	16	6	6	5	18	8	1	3	2	8	3	11	25	26	8	2	5	1	3	2	2	15	7	7	10	1
zASV134	17	0	2	5	6	1	2	8	3	3	4	11	12	11	8	7	6	4	0	1	60	51	23	79	63	50	98	87	61	17	59	38	44	17	15	339	59	41	32	15
zASV1341	126	67	8	39	4	19	107	124	37	20	279	186	19	20	17	10	23	58	76	48	1	0	0	1	2	3	1	1	0	1	0	0	0	0	0	0	3	3	0	0
zASV1342	2	0	2	10	0	1	0	2	1	3	9	6	27	33	1	0	1	4	47	22	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0	0	0
zASV1343	23	0	6	35	1	2	64	71	39	22	11	13	22	27	6	10	12	22	39	47	0	2	1	6	0	0	3	4	0	2	3	1	0	0	0	15	1	3	2	1
zASV1344	45	1	1	26	0	4	79	76	25	7	16	16	24	20	6	7	12	29	18	14	4	2	1	4	1	0	16	12	1	2	8	5	5	0	0	22	5	8	3	4
zASV1345	5	4	0	21	1	0	9	3	39	29	15	17	26	10	12	15	9	5	39	33	0	0	1	0	2	1	2	0	0	0	2	0	0	0	0	5	16	6	0	0
zASV1346	3	0	1	13	4	3	11	13	7	9	0	0	12	13	12	10	7	20	6	3	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1347	49	0	17	43	7	4	66	122	46	23	14	5	92	98	15	11	24	29	74	73	0	0	3	1	1	0	7	3	3	0	0	0	0	0	2	6	1	0	0	0
zASV1348	200	108	23	63	31	38	111	158	76	33	44	31	98	100	48	46	86	174	83	56	53	15	10	24	29	16	44	33	22	8	73	20	23	14	2	125	17	19	28	12
zASV1349	20	43	22	165	1	3	64	79	152	81	48	15	86	129	31	28	74	133	192	157	0	0	0	1	0	1	3	0	0	0	0	0	0	0	1	12	7	13	0	0
zASV135	0	0	0	4	3	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	2	2	2	4	1	0	0	0	1	5	0	0	14	0	0	2173	0	0	7	12
zASV1350	33	2	20	57	10	3	91	196	85	40	6	9	115	115	16	13	18	43	114	85	11	5	1	6	14	4	20	5	16	4	26	10	8	2	0	72	11	10	13	1
zASV1351	3	0	0	7	0	4	10	20	11	6	1	2	5	3	14	10	9	8	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
zASV1352	17	4	7	21	5	1	31	56	47	21	4	1	33	33	6	3	16	19	52	28	1	2	2	6	3	4	6	3	3	5	0	0	0	1	2	16	1	2	0	0
zASV1353	59	80	11	16	6	19	30	63	21	8	10	10	16	25	13	18	26	42	23	11	10	2	6	9	1	3	13	4	3	3	20	1	8	3	1	27	5	10	4	4
zASV1354	3	0	6	18	0	0	0	0	7	4	8	12	91	114	2	1	2	8	79	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0
zASV1356	77	19	69	129	25	21	239	388	164	69	37	20	247	316	50	42	49	126	177	167	8	11	2	7	6	4	26	37	15	5	4	11	6	2	3	58	15	7	8	2
zASV1357	23	21	25	111	19	23	67	83	81	64	1	8	99	237	47	63	31	122	146	120	17	4	44	118	19	16	59	65	52	9	6	3	3	3	13	118	1	6	14	4
zASV1358	8	41	8	33	11	22	78	77	41	13	17	5	98	122	113	135	83	183	144	81	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0
zASV1359	65	12	17	18	7	7	53	57	13	8	171	97	24	15	10	9	14	22	47	42	0	0	1	2	0	3	0	3	0	0	0	1	0	0	0	2	0	0	0	0
zASV136	110	276	21	40	19	30	108	145	19	12	382	253	51	71	170	158	70	121	30	31	2	1	0	0	0	0	0	1	1	0	0	0	1	0	1	3	4	1	1	0
zASV1360	2	0	1	10	3	3	3	5	17	8	0	0	22	36	7	8	21	43	14	8	0	1	3	1	0	4	1	1	8	1	0	0	0	0	0	5	0	0	0	0
zASV1361	5	0	0	1	2	0	2	9	1	1	46	37	1	1	13	11	6	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
zASV1362	11	0	0	2	1	0	7	5	1	1	57	39	1	2	7	4	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1363	1	2	2	14	0	3	35	66	33	18	7	2	6	9	4	4	15	33	14	13	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	2	0	0
zASV1364	11	0	2	0	1	1	8	22	6	0	136	103	3	3	9	15	8	18	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1365	14	22	2	10	8	7	36	23	6	2	205	76	1	8	61	37	12	40	17	13	1	0	0	0	1	0	2	1	1	0	0	0	0	0	0	7	0	0	0	0
zASV1366	45	0	14	72	10	14	73	112	81	44	33	14	80	84	14	9	31	53	78	58	1	0	0	3	2	6	4	5	3	2	0	0	0	0	0	6	3	4	1	0
zASV1367	2	0	6	38	2	5	43	46	14	10	4	3	24	16	38	15	20	63	31	32	1	1	4	7	7	2	11	4	8	0	0	1	1	0	2	31	1	0	0	0
zASV1368	0	0	1	7	0	0	0	0	0	1	1	6	11	23	0	0	2	2	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1369	0	0	4	59	4	8	8	18	28	22	0	0	50	46	6	1	19	50	28	19	43	27	11	18	16	6	25	14	33	8	29	12	35	14	2	93	29	23	79	11
zASV137	11	0	8	99	5	6	0	1	15	20	1	5	160	56	3	1	0	2	18	52	18	0	27	78	14	14	0	1	111	8	126	33	96	58	19	990	1	0	66	24
zASV1371	6	0	3	4	3	2	12	14	9	7	0	0	4	11	0	2	7	7	4	4	4	5	4	1	9	1	14	16	6	5	7	1	5	1	0	26	7	1	6	3
zASV1373	37	34	3	12	6	5	25	63	11	4	71	41	20	15	30	25	19	29	21	14	0	1	0	3	0	2	1	1	1	4	2	0	0	0	0	4	1	0	2	0
zASV1374	3	0	1	19	0	0	1	1	3	3	4	18	61	101	1	4	6	16	74	58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
zASV1375	6	2	19	21	0	0	0	0	8	3	9	10	112	138	1	0	7	10	74	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
zASV1376	46	14	22	32	7	12	36	53	38	20	5	5	63	95	20	11	31	35	34	25	27	13	29	46	14	15	88	48	47	15	28	27	33	18	12	247	20	20	47	4
zASV1377	0	0	0	6	0	0	1	1	12	11	13	1	11	8	3	10	0	1	24	11	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	8	5	0	0	0
zASV1378	32	16	0	2	0	0	4	8	3	2	257	126	2	3	1	0	0	1	5	4	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0
zASV1379	33	10	11	76	14	4	119	152	80	40	21	2	108	110	21	21	30	52	129	113	0	0	1	3	0	6	5	5	3	0	0	2	0	0	1	3	1	0	0	0
zASV138	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	40	40	23	75	36	6	78	84	32	12	19	28	33	17	3	268	41	32	64	21
zASV1380	27	0	16	9	5	4	35	38	13	13	13	7	33	53	13	15	10	30	14	29	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0
zASV1382	10	0	1	16	4	3	17	29	26	3	5	0	12	9	3	13	13	29	10	13	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV1383	15	124	57	177	31	37	97	162	119	68	18	30	287	441	182	157	192	615	128	105	45	12	5	11	11	8	15	16	3	6	14	38	38	14	3	80	26	16	26	24
zASV1384	71	100	33	148	10	15	138	180	149	85	66	31	123	154	11	16	77	140	135	91	2	0	5	10	1	10	15	5	1	0	0	0	1	2	0	8	8	2	0	2
zASV1385	30	51	23	97	25	35	208	224	120	55	14	0	42	52	97	92	80	159	79	59	5	0	26	39	14	26	34	26	6	4	0	0	2	1	0	59	4	6	2	0
zASV1387	51	0	0	33	15	11	23	40	34	17	12	24	37	55	39	36	24	40	29	17	53	36	36	52	35	20	62	94	57	26	57	25	35	13	28	335	22	18	40	10
zASV1388	1	0	0	11	0	3	9	9	10	3	1	0	10	8	4	3	9	14	5	7	39	18	16	49	16	20	27	52	49	23	30	8	20	2	5	138	16	12	22	15
zASV1389	7	0	0	1	0	1	2	2	0	1	0	1	0	0	3	2	3	3	1	1	52	18	31	39	14	24	41	33	35	14	14	5	7	2	2	100	11	9	17	8
zASV139	0	0	0	0	0	0	0	1	0	0	0	1	2	3	0	0	0	1	8	950	6	0	15	3	0	0	1	5	0	1	36	0	4	0	0	2	4	1	956	20
zASV1390	1	0	2	164	1	0	0	0	0	0	1	1	12	10	3	2	0	1	0	0	10	16	7	46	4	0	0	0	0	0	82	24	17	0	9	294	3	0	0	0
zASV1391	1	0	1	4	0	0	1	2	0	1	1	1	1	4	2	0	1	1	0	0	11	4	5	8	4	2	6	5	3	3	11	2	2	3	2	49	9	10	3	4
zASV1392	1	0	0	1	0	2	2	4	2	0	0	0	1	0	0	0	0	2	0	0	15	7	29	30	19	23	50	52	19	4	2	2	2	3	2	87	9	3	10	6
zASV1393	0	0	1	54	2	0	0	0	0	0	1	1	8	1	1	0	0	0	0	0	5	6	4	14	1	1	0	0	0	0	25	6	9	0	5	122	0	0	0	0
zASV1394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	14	8	17	11	2	151	124	8	5	18	3	6	2	2	21	39	40	11	3
zASV1395	1	0	0	0	1	1	2	8	1	0	0	0	1	0	0	0	5	3	0	1	42	36	51	32	18	7	156	108	30	12	48	29	26	16	4	157	66	60	63	12
zASV1396	3	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	47	24	33	46	23	13	32	25	35	11	76	33	31	22	14	224	40	23	52	20
zASV1397	112	17	28	34	17	11	36	67	57	25	20	5	88	104	25	20	39	41	29	12	56	37	56	43	45	18	75	76	71	21	39	49	74	32	14	382	66	70	67	24
zASV1398	10	0	0	2	0	0	1	1	2	0	0	0	1	0	1	1	1	2	0	0	10	22	15	32	24	9	25	43	31	10	22	4	9	3	6	113	20	9	15	3
zASV1399	1	6	0	1	3	0	0	1	1	2	0	0	0	1	0	1	0	4	0	0	21	19	87	62	48	45	103	107	68	22	6	7	10	4	8	157	3	13	14	2
zASV14	141	0	10	298	15	9	270	352	43	1027	141	65	41	380	129	106	12	16	553	460	1308	1312	57	322	902	192	48	41	130	15834	3160	971	42	19	7049	5308	15	12	1568	14556
zASV140	73	0	29	69	20	19	181	272	92	48	37	26	96	163	26	31	41	95	103	60	0	0	2	9	1	4	11	7	3	2	3	6	0	1	0	17	10	7	5	2
zASV1400	4	4	1	0	2	6	17	29	1	0	28	27	0	2	2	1	4	2	0	2	10	7	21	51	102	32	640	484	55	13	9	5	8	7	9	123	164	134	48	14
zASV1401	3	0	1	1	1	0	0	0	1	1	0	0	0	3	0	0	0	0	1	1	74	56	23	40	19	3	65	66	26	17	128	88	134	95	13	411	147	116	140	53
zASV1402	74	83	63	161	19	13	69	107	220	172	7	3	101	106	39	20	38	44	163	127	115	66	53	71	52	37	39	42	116	26	62	20	14	7	9	284	25	26	51	16
zASV1403	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	14	11	12	10	1	5	11	4	5	9	19	9	11	4	2	63	9	2	8	4
zASV1404	3	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	12	5	14	14	13	5	10	9	13	8	8	3	3	3	2	39	5	3	4	2
zASV1405	73	20	6	48	13	14	31	29	68	43	5	6	120	81	62	50	54	106	89	44	133	96	131	184	84	71	259	208	95	19	111	34	146	76	16	537	197	149	250	69
zASV1406	0	0	1	5	1	4	2	3	0	1	245	153	6	4	4	2	1	5	1	12	5	9	17	24	17	7	274	267	33	5	10	1	18	17	11	197	117	123	42	3
zASV1407	1	17	2	2	2	1	2	2	1	7	1	1	9	12	0	0	4	14	2	0	21	13	14	11	11	3	25	17	11	3	17	21	8	14	3	55	17	19	22	6
zASV1408	0	0	1	6	1	1	3	10	11	10	1	0	14	16	0	0	12	16	2	2	44	31	14	26	25	10	24	20	26	4	17	26	24	12	9	151	19	13	44	6
zASV1409	5	0	0	3	2	0	0	2	2	0	0	3	0	0	0	2	0	1	1	0	14	8	6	23	16	5	13	18	15	3	5	14	8	6	2	107	10	7	21	7
zASV141	3	45	5	21	1	6	3	4	12	4	4	0	25	36	10	4	18	29	14	3	251	230	93	341	177	49	382	345	190	60	93	134	180	98	33	1065	161	139	298	116
zASV1410	33	0	1	3	3	3	8	9	1	0	7	3	0	1	0	0	2	0	0	1	69	14	25	28	10	13	91	50	15	1	57	5	14	10	8	94	27	28	16	1
zASV1411	45	0	1	16	9	7	30	51	15	10	6	5	10	26	9	19	22	45	21	11	22	10	4	7	9	3	11	8	11	2	27	11	13	6	6	64	12	7	9	4
zASV1412	3	0	0	0	1	1	6	12	4	1	0	0	0	0	1	1	2	2	0	0	21	2	12	19	14	12	23	19	15	6	5	1	5	0	5	40	2	3	7	2
zASV1413	5	3	0	1	1	1	2	0	1	1	0	0	3	2	0	0	2	1	0	0	11	5	25	21	13	5	14	10	33	1	15	2	3	1	2	80	9	2	10	1
zASV1414	1	1	3	13	4	7	0	4	8	8	3	0	8	13	5	3	13	23	6	4	25	13	73	77	77	14	120	110	101	10	32	9	51	47	26	333	48	72	93	24
zASV1415	17	0	0	0	2	0	4	5	1	0	1	3	1	2	1	0	0	3	1	0	23	8	9	20	3	6	23	20	8	3	15	5	3	0	1	45	4	9	13	1
zASV1419	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	4	2	5	9	3	4	2	1	0	9	2	5	1	1	29	14	3	6	1
zASV142	35	1	2	64	13	9	3	4	18	2	16	10	161	62	1	2	1	2	18	4	9	6	12	85	31	28	3	0	12	51	144	80	142	37	67	2213	0	0	39	9
zASV1420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	11	37	24	7	54	37	11	3	18	6	23	11	5	91	39	21	46	7
zASV1421	1	1	0	1	0	1	0	1	0	0	0	0	3	1	0	2	7	7	4	2	240	244	85	120	118	22	279	201	103	36	412	106	130	81	21	628	214	191	253	46
zASV1423	50	0	6	13	11	6	13	45	19	12	5	6	24	46	7	15	23	64	20	15	49	24	30	40	19	11	46	35	30	6	57	20	10	5	9	151	31	26	13	3
zASV1424	0	0	0	2	0	1	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	1	5	0	4	87	0	0	0	0
zASV1425	117	0	16	87	32	18	108	163	137	51	24	19	177	273	62	46	42	82	113	81	28	36	15	42	25	22	100	91	38	22	45	22	44	23	12	311	36	13	31	12
zASV1426	9	4	5	3	0	1	13	14	7	5	2	0	12	9	3	4	4	10	18	6	9	6	4	3	7	2	14	13	13	3	5	11	4	1	4	49	10	3	12	4
zASV1427	1	0	0	1	0	0	3	0	0	2	0	0	2	2	2	1	0	6	0	0	14	1	1	14	9	1	19	16	11	0	5	4	12	11	2	51	17	16	26	15
zASV1428	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	28	31	5	10	11	1	28	20	14	7	52	42	52	33	14	166	54	42	71	18
zASV1429	5	0	1	8	0	1	50	53	27	16	0	0	2	11	1	0	3	9	3	5	42	30	49	51	32	26	97	72	41	16	19	23	31	21	7	93	35	39	48	11
zASV143	19	147	61	242	7	26	0	1	28	48	8	11	468	148	3	1	0	0	39	85	54	13	93	171	38	47	0	0	275	11	293	114	234	192	34	1692	6	0	150	33
zASV1430	13	1	10	8	1	1	0	13	15	3	3	0	14	26	2	4	11	10	7	9	63	32	14	18	20	5	62	34	33	12	37	31	28	14	16	220	41	48	65	14
zASV1431	31	26	16	24	10	10	23	39	23	22	9	2	54	59	23	9	35	49	43	21	38	22	27	26	32	7	58	59	46	15	43	43	62	24	8	260	36	49	48	27
zASV1432	0	0	3	3	0	0	0	0	0	0	0	0	8	12	0	0	0	0	1	0	0	0	5	9	2	13	0	0	1	0	1	0	4	28	4	76	0	0	1	1
zASV1433	12	0	1	10	4	1	12	17	11	7	5	0	27	27	8	6	11	20	8	9	18	14	10	13	10	4	22	25	22	4	40	16	13	8	3	105	20	16	29	5
zASV1434	1	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0	0	1	2	0	3	1	22	25	6	0	1	2	3	1	3	22	9	9	3	1
zASV1435	3	4	0	1	1	1	71	86	9	21	0	0	4	6	6	9	2	4	41	14	268	308	0	2	5	1	6	4	10	36	4	1	0	0	8	5	1	1	189	38
zASV1436	0	0	0	62	0	1	0	0	0	0	0	1	5	4	1	0	0	0	0	0	5	6	4	15	2	0	0	0	0	0	17	13	11	0	5	124	0	0	0	1
zASV1437	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	8	6	6	24	6	20	22	31	22	7	3	3	3	4	4	73	5	10	7	5
zASV1438	0	0	0	8	0	0	0	0	1	0	0	0	22	8	0	1	0	1	1	0	0	3	2	7	7	5	0	0	0	3	0	1	12	0	18	322	0	0	0	8
zASV1439	0	0	0	0	0	0	1	1	1	0	0	2	0	2	0	1	0	0	0	0	22	12	4	10	6	1	15	15	11	7	48	17	32	25	6	95	44	24	43	10
zASV144	396	125	87	257	82	53	700	908	352	172	301	135	615	789	169	170	334	566	454	398	5	3	0	1	0	1	3	0	1	1	4	1	0	0	2	27	36	26	0	2
zASV1440	0	0	0	0	0	0	13	7	0	0	0	0	0	0	0	0	3	103	0	0	0	0	0	0	0	0	34	19	0	0	0	0	0	0	0	0	104	51	0	0
zASV1442	7	18	5	51	1	6	18	40	21	8	18	4	8	12	216	186	15	33	9	12	24	1	10	21	12	7	24	16	11	1	11	0	19	4	1	100	52	27	8	2
zASV1443	3	1	1	4	4	2	0	0	0	2	292	200	5	5	2	4	1	3	0	9	10	3	14	21	23	7	313	281	36	7	12	4	15	25	6	208	123	106	48	11
zASV1444	10	61	40	108	19	18	69	94	49	35	25	14	206	306	182	168	147	407	225	182	113	87	34	35	54	57	67	82	35	3	46	70	101	39	3	113	92	42	89	36
zASV1445	4	0	0	0	0	0	0	2	2	1	0	0	5	2	2	3	0	2	2	0	10	2	5	10	3	1	22	12	7	1	1	3	4	11	2	28	14	18	16	4
zASV1447	4	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	64	29	1	3	12	0	20	11	0	1	61	35	46	17	0	38	61	34	58	14
zASV1449	11	0	5	15	14	1	4	3	91	16	5	4	3	8	12	9	6	4	96	164	41	30	3	15	9	22	14	18	140	46	46	14	5	0	17	15	6	3	335	526
zASV145	167	0	22	56	29	24	92	165	112	46	25	20	108	171	65	48	52	94	48	70	105	49	48	95	80	46	170	156	157	39	75	69	91	31	20	654	104	60	106	38
zASV1450	95	53	10	18	10	17	53	72	25	12	17	12	33	39	23	19	28	83	21	31	95	46	55	87	49	27	100	75	59	16	72	11	33	15	10	252	41	44	49	21
zASV1452	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	1	0	7	2	0	0	11	3	20	6	2	20	11	7	16	6
zASV1453	23	9	9	40	3	11	3	1	26	11	27	17	128	82	6	1	1	0	9	12	19	14	13	88	29	4	0	0	18	63	88	79	104	33	111	957	0	0	68	18
zASV1454	5	57	9	26	4	7	18	21	27	12	3	2	28	63	14	14	19	48	14	5	40	45	60	67	76	22	68	90	40	19	88	49	62	39	22	419	81	65	43	28
zASV1455	84	210	19	122	38	51	78	111	66	26	106	48	156	213	117	107	93	237	90	97	70	46	119	101	46	47	79	96	45	25	72	15	16	12	9	219	32	21	28	8
zASV1456	37	238	21	174	21	30	140	236	168	100	33	25	114	116	28	35	123	280	188	203	28	28	43	96	38	40	68	79	66	18	24	14	6	8	5	103	13	8	15	1
zASV1457	23	0	6	31	8	21	58	66	55	21	48	21	17	29	49	43	51	68	50	33	2	0	0	3	4	4	1	6	5	6	0	0	1	1	2	18	3	1	6	4
zASV1458	4	0	2	9	0	4	6	10	2	0	104	31	0	1	18	13	7	12	5	8	1	0	0	0	2	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0
zASV1459	26	0	25	17	4	5	52	68	28	21	30	7	41	41	19	10	18	39	29	28	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	0
zASV146	167	1634	128	266	3	25	196	260	168	136	411	263	190	224	24	24	71	141	202	147	5	1	3	2	1	7	2	5	1	0	1	1	0	0	2	13	2	1	1	1
zASV1460	60	45	9	34	22	11	20	84	38	19	26	13	88	120	65	70	59	93	26	32	4	1	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0
zASV1461	122	162	18	62	37	30	278	448	44	39	678	475	50	66	191	218	46	123	49	45	17	14	17	39	16	32	28	19	9	2	3	3	5	3	2	34	4	4	2	0
zASV1462	103	0	3	3	5	3	33	52	9	2	2	0	1	1	0	4	3	14	2	2	50	28	46	75	51	84	68	72	51	11	16	10	3	0	4	112	11	3	11	3
zASV1463	159	65	92	191	35	54	235	397	209	114	69	17	444	595	142	98	161	255	265	214	116	41	23	52	44	17	121	153	90	20	55	83	77	34	16	376	113	76	96	29
zASV1464	0	0	0	0	0	0	77	166	1	0	0	0	5	1	0	0	5	6	1	0	0	0	0	0	3	0	180	226	0	0	0	0	8	100	1	42	705	364	0	0
zASV1465	100	21	34	64	17	25	84	110	79	51	21	10	136	197	42	34	52	85	104	56	39	29	65	98	55	31	191	130	96	41	52	40	67	27	13	460	65	56	85	17
zASV1469	21	0	4	18	3	5	45	61	52	35	18	7	20	16	7	7	15	34	28	25	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	5	7	0	0	0
