OTUID	MNAW0514.1	MNAW0514.2	MNAW0515.1	MNAW0515.2	MNAW0914.1	MNAW0914.2	MNAW0915.1	MNAW0915.2	MNAW1214.1	MNAW1214.2	NAW0514.1	NAW0514.2	NAW0515.1	NAW0515.2	NAW0914.1	NAW0914.2	NAW0915.1	NAW0915.2	NAW1214.1	NAW1214.2	NSAIW0514.1	NSAIW0514.2	NSAIW0515.1	NSAIW0515.2	NSAIW0914.1	NSAIW0914.2	NSAIW0915.1	NSAIW0915.2	NSAIW1214.1	NSAIW1214.2	NSDW0514.1	NSDW0514.2	NSDW0515.1	NSDW0515.2	NSDW0914.1	NSDW0914.2	NSDW0915.1	NSDW0915.2	NSDW1214.1	NSDW1214.2
zASV704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	11	9	1	11	0	15	1	0	8	10	5	0	78	15	9	18	0
zASV705	0	4	0	0	1	0	0	0	0	0	1	1	4	4	0	3	5	7	0	0	19	19	15	35	14	10	34	51	18	9	13	14	6	4	3	116	20	16	24	3
zASV706	48	0	1	4	0	3	22	25	10	7	24	24	4	6	2	2	7	11	0	4	50	14	30	65	34	31	168	135	58	24	40	11	14	3	2	122	29	18	15	1
zASV707	11	4	4	1	0	0	1	4	1	1	1	1	4	5	0	0	1	0	4	1	34	10	21	38	22	8	43	39	32	7	20	20	20	6	7	119	21	16	14	7
zASV708	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	45	18	18	44	21	6	73	94	22	7	111	20	34	22	6	90	41	30	66	7
zASV71	269	168	149	274	64	50	708	1157	418	223	145	82	666	728	104	103	192	372	428	330	19	13	8	21	14	31	48	62	24	8	15	15	14	6	6	98	28	31	13	3
zASV710	843	195	53	78	23	20	56	81	53	48	169	128	123	151	50	33	126	149	90	62	39	23	9	26	26	9	44	28	23	5	69	14	19	7	8	56	37	26	31	10
zASV711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	43	18	26	24	3	27	40	33	9	36	30	52	18	2	219	37	21	39	15
zASV712	1	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	25	16	17	22	14	5	47	30	14	4	53	9	17	2	2	48	23	19	21	3
zASV713	2	0	0	1	0	0	2	5	4	4	2	0	0	0	0	0	2	3	4	0	14	6	0	11	9	3	7	12	8	4	10	7	7	5	2	87	7	11	8	1
zASV714	7	4	0	2	0	1	0	2	0	0	1	2	1	1	1	5	1	4	0	1	97	77	37	89	52	33	88	91	79	18	103	55	72	48	18	331	101	52	73	26
zASV715	125	0	4	10	11	9	14	31	15	6	15	2	7	8	18	21	10	30	12	2	57	21	40	64	56	25	132	145	39	7	73	11	44	24	8	172	84	62	78	11
zASV716	0	8	5	78	15	20	1	0	8	109	0	2	227	147	17	7	2	0	12	46	0	4	13	45	75	66	1	4	14	5	34	41	207	21	30	2352	13	17	34	162
zASV717	8	0	2	0	3	1	3	9	5	2	0	0	2	3	6	0	1	1	1	0	19	9	13	12	15	5	43	38	35	10	19	13	23	5	12	154	22	16	33	5
zASV718	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	38	40	3	3	4	0	6	6	7	0	111	39	46	26	3	80	34	17	51	8
zASV719	15	9	4	1	1	0	18	27	2	6	137	77	6	3	17	10	3	21	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
zASV72	20	0	1	1	5	0	14	15	14	5	0	1	7	7	1	8	12	20	5	5	321	261	186	293	218	133	381	370	226	93	285	180	158	69	49	1345	224	167	264	75
zASV721	17	0	4	14	6	13	51	85	51	43	0	0	3	18	2	1	9	17	3	5	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV722	0	0	1	9	1	6	12	15	6	9	9	2	21	10	15	22	13	36	14	13	6	3	0	1	2	3	1	2	0	2	6	5	3	1	0	24	1	7	6	2
zASV723	7	0	4	19	1	11	35	32	22	8	26	8	10	9	28	17	16	39	29	9	0	0	0	2	2	3	2	0	2	2	0	0	1	2	0	12	0	0	2	1
zASV724	4	0	1	8	0	4	8	5	15	6	5	3	12	19	35	20	7	41	11	8	6	6	2	5	6	1	5	5	2	0	4	7	3	1	0	27	5	4	0	5
zASV725	50	0	1	18	4	15	36	45	22	9	6	10	12	28	25	21	16	24	15	7	11	16	6	8	5	4	11	13	13	4	36	8	1	2	3	77	6	7	10	4
zASV726	35	0	4	9	3	4	59	66	32	20	4	2	7	5	20	16	2	30	9	17	2	0	11	12	8	11	13	9	3	1	1	0	0	0	0	27	0	0	0	0
zASV727	257	104	73	227	37	59	625	887	274	135	70	18	306	332	32	54	136	247	203	170	50	12	34	88	56	60	158	132	88	18	41	15	21	6	11	188	70	45	15	8
zASV728	15	0	1	13	10	8	90	90	12	5	63	15	2	3	11	14	6	21	0	3	0	0	0	3	0	0	5	8	0	1	6	0	0	0	0	7	6	5	3	1
zASV729	39	0	5	15	10	4	27	33	14	9	3	4	20	26	13	7	8	35	18	4	13	5	6	7	2	3	17	13	6	3	33	11	6	4	0	34	13	11	4	2
zASV73	135	0	24	131	36	44	306	509	215	97	64	16	200	265	55	47	62	167	164	148	12	11	16	30	25	16	55	37	23	10	1	13	5	2	4	107	23	11	7	1
zASV730	12	0	3	20	0	4	23	38	19	13	22	9	59	86	21	14	14	47	73	55	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
zASV731	37	45	1	9	9	8	31	47	12	8	117	50	16	17	38	27	7	34	17	10	1	1	1	1	1	0	4	1	1	3	4	1	0	0	0	2	1	0	1	0
zASV733	45	0	6	33	5	10	49	83	30	20	30	11	62	86	17	14	25	35	29	27	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	7	1	1	0	0
zASV734	1	0	0	10	5	3	8	20	21	13	0	0	31	58	21	5	36	84	19	18	1	0	0	1	2	2	2	3	2	0	0	0	0	2	0	4	0	1	2	0
zASV735	8	0	4	12	3	0	12	28	21	10	6	1	31	41	6	2	6	22	33	29	0	0	2	1	0	2	0	2	1	0	0	0	1	0	0	4	1	0	0	0
zASV736	90	150	7	28	19	17	68	123	45	13	243	153	41	63	102	75	38	80	56	36	5	1	0	13	1	8	4	4	2	1	5	0	0	0	5	15	2	1	1	3
zASV737	20	136	21	48	23	27	101	137	65	29	8	5	32	31	36	54	46	115	40	23	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
zASV738	70	161	30	103	19	44	135	150	135	61	89	44	58	49	92	88	84	178	154	108	1	0	4	3	7	6	13	8	30	6	0	1	2	2	3	57	7	6	16	5
zASV739	5	0	2	6	0	18	21	40	16	12	3	1	18	16	17	25	18	41	53	40	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	0	1	0
zASV74	215	0	4	62	36	38	146	272	42	34	235	158	28	46	175	166	47	100	42	49	3	12	1	3	4	3	4	3	1	3	5	2	3	2	0	29	4	0	5	1
zASV740	34	148	18	69	22	27	74	111	29	30	18	9	54	79	45	65	47	99	92	70	0	0	3	2	0	0	0	0	0	0	0	0	1	0	0	3	1	0	2	0
zASV742	60	0	0	9	1	1	12	10	9	4	199	95	7	8	10	18	7	31	17	12	2	1	10	12	1	5	44	15	3	3	1	1	1	0	1	19	10	11	4	1
zASV743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	1	2	4	2	2	6	3	0	38	10	30	6	5	77	17	5	31	8
zASV744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	16	7	8	7	2	11	3	6	3	25	7	8	5	3	71	5	5	12	5
zASV745	2	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0	0	5	2	8	25	11	11	24	23	18	3	2	1	3	1	1	20	2	11	5	2
zASV746	0	0	0	2	3	1	1	0	2	1	0	0	0	1	2	0	0	0	0	22	4	1	0	9	1	0	0	3	19	4	3	3	4	2	4	334	0	0	1	0
zASV747	0	0	0	1	1	0	0	0	0	1	1	1	1	1	0	1	2	1	1	1	12	5	3	15	17	5	16	14	16	4	4	2	5	1	5	73	5	1	10	1
zASV749	11	13	4	1	3	1	2	5	6	1	1	1	3	3	2	0	0	1	0	1	40	15	24	33	28	13	55	56	45	19	25	16	33	14	11	185	21	34	29	12
zASV75	217	120	154	189	19	34	421	747	233	163	77	42	335	461	63	54	118	230	214	220	11	11	11	24	15	9	29	27	21	1	7	5	5	4	2	48	17	18	8	1
zASV750	17	42	4	9	2	4	15	14	15	9	1	0	7	16	8	4	5	14	5	5	84	34	101	130	48	41	108	84	111	30	65	13	18	11	17	337	18	23	42	12
zASV751	32	0	3	11	1	2	3	18	9	5	39	31	2	3	4	5	2	15	8	21	0	3	4	9	5	3	5	9	3	0	1	4	0	0	2	12	0	1	1	0
zASV752	8	0	0	4	1	0	9	8	0	1	3	6	0	1	0	0	1	4	1	1	5	4	7	15	18	9	27	33	10	4	9	0	2	0	3	36	2	5	6	2
zASV753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	6	22	8	3	8	8	9	0	3	19	14	11	0	89	23	14	26	4
zASV754	10	14	1	10	3	3	17	21	14	4	1	0	6	8	7	7	3	7	3	6	82	68	143	210	108	90	206	191	111	30	98	44	65	34	49	552	81	47	83	42
zASV755	1	6	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	2	0	37	43	34	89	43	51	32	53	32	23	28	10	15	9	20	210	15	7	19	10
zASV756	1	2	0	0	0	0	0	2	0	1	0	3	0	0	1	0	0	1	0	0	50	37	25	34	28	10	299	258	30	8	46	11	10	11	3	51	98	81	43	7
zASV757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	21	3	3	6	2	2	4	1	3	45	9	37	11	7	79	19	8	27	9
zASV758	19	0	1	14	2	6	23	14	21	3	3	1	7	11	8	9	4	9	7	6	87	21	15	34	40	23	40	49	35	20	61	28	46	18	8	232	28	33	46	12
zASV759	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	70	78	4	16	28	5	21	44	12	4	41	40	64	57	6	167	80	55	137	45
zASV76	0	0	0	6	0	2	9	9	12	5	0	0	4	3	6	3	7	16	6	2	140	169	88	565	243	188	421	599	232	52	33	44	86	36	24	1098	107	58	152	60
zASV760	0	0	1	2	0	0	0	0	1	0	4	1	1	0	1	0	0	0	0	0	74	38	16	15	20	21	28	19	14	4	37	12	22	3	6	114	20	4	26	3
zASV761	8	1	0	1	0	0	3	8	1	21	2	0	1	2	1	0	0	0	8	7	19	19	2	2	0	0	1	0	4	319	186	47	0	0	3	9	0	0	49	297
zASV762	1	0	0	0	0	2	0	0	2	0	0	0	0	1	3	3	0	0	0	13	3	2	0	1	0	0	0	2	29	2	2	1	3	0	4	281	1	0	2	1
zASV763	6	45	8	81	0	0	8	10	86	74	49	40	74	51	43	58	13	17	111	101	0	1	1	0	1	1	5	3	1	0	3	1	1	0	0	26	36	31	0	0
zASV764	13	0	2	10	4	5	9	9	5	2	2	2	11	11	5	5	1	5	3	8	4	11	6	4	9	5	18	13	17	5	4	9	13	4	2	77	20	7	5	4
zASV765	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	2	0	0	8	2	6	21	10	13	32	26	15	10	2	3	1	2	2	46	0	3	6	5
zASV766	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	266	157	15	17	58	6	58	48	42	10	417	190	223	115	30	516	222	91	217	79
zASV767	3	0	1	22	4	3	11	8	6	1	14	9	26	45	24	20	16	32	19	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV768	48	0	1	12	9	6	54	77	22	7	38	24	1	8	19	13	6	32	12	4	0	0	3	2	4	3	1	5	1	0	1	0	0	0	0	1	0	1	0	0
zASV769	0	0	0	0	0	0	35	43	1	0	0	0	0	0	0	0	30	273	0	0	0	0	0	0	0	0	144	51	0	0	0	0	0	0	0	6	298	203	0	0
zASV77	1	0	3	18	2	1	5	6	13	10	0	1	3	11	3	9	6	24	4	8	195	194	157	665	286	217	566	613	264	107	69	62	87	44	34	1286	115	67	229	74
zASV770	27	0	0	18	5	2	2	9	9	4	41	19	5	6	1	7	2	7	10	6	2	3	2	2	8	3	8	7	1	1	1	1	2	0	1	9	2	1	1	1
zASV772	38	0	3	15	6	7	33	54	16	10	89	61	15	21	30	27	18	35	22	14	1	1	0	1	1	4	2	3	3	1	0	0	1	0	1	4	0	1	0	0
zASV774	2	0	4	4	3	3	61	111	15	10	5	4	4	9	24	29	15	49	17	9	0	0	0	1	1	0	1	1	1	0	0	0	0	1	0	5	2	1	0	0
zASV775	10	0	1	27	3	1	25	55	38	11	7	2	47	57	14	10	5	19	46	33	1	2	0	2	0	2	2	3	1	0	0	0	0	0	0	8	3	2	0	0
zASV776	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	9	3	5	4	11	95	61	5	2	7	2	0	4	1	7	12	23	9	1
zASV777	0	0	2	4	0	2	0	0	0	0	1	0	46	13	3	3	0	0	3	3	0	0	7	0	7	1	0	0	3	3	2	0	11	51	9	377	0	0	6	10
zASV778	6	0	1	8	2	6	16	40	25	15	0	0	4	8	2	3	1	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV779	58	0	25	51	8	6	97	186	52	21	36	14	114	157	16	23	46	67	65	68	0	0	0	0	4	0	5	2	0	0	0	0	0	0	1	6	1	3	0	0
zASV78	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	5	6	2	72	75	95	136	115	32	181	120	152	17	30	309	267	188	12	803	322	334	362	35
zASV780	149	32	29	63	27	18	51	99	87	61	11	2	173	204	57	37	57	85	64	86	68	24	23	18	20	6	51	35	37	6	34	23	39	16	10	184	69	39	45	17
zASV781	37	0	1	4	6	6	15	33	12	6	8	0	6	15	12	10	6	31	6	5	0	4	7	12	3	3	8	3	3	2	1	1	0	0	0	27	2	0	2	0
zASV782	3	0	2	14	7	10	22	32	17	6	1	2	25	29	20	20	34	52	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
zASV784	43	0	6	22	4	3	7	13	23	16	91	47	10	10	1	3	4	17	26	12	14	5	5	19	7	9	16	13	12	1	6	1	2	0	1	20	0	2	3	1
zASV785	176	427	27	75	27	31	245	357	142	72	29	27	46	54	98	89	61	108	75	61	27	24	45	64	28	33	91	68	31	13	7	1	2	0	0	98	4	1	11	5
zASV786	7	58	12	60	9	10	128	183	75	53	18	13	33	51	7	10	33	74	30	24	1	2	0	4	2	9	6	1	1	0	0	1	0	0	0	3	0	0	0	0
zASV787	0	0	2	15	3	1	9	19	4	8	5	3	11	12	10	5	19	35	8	6	4	3	3	1	1	1	3	1	0	0	12	6	3	1	2	29	6	0	5	4
zASV788	348	0	8	32	10	14	96	174	51	33	222	265	54	71	25	42	49	79	83	52	0	0	0	1	2	0	1	0	0	1	0	2	0	0	1	2	4	2	3	0
zASV789	66	47	14	17	8	8	64	58	21	19	183	126	22	27	12	6	23	29	44	30	0	0	1	0	1	5	1	1	0	0	0	0	0	0	0	3	0	4	1	0
zASV79	284	186	163	288	35	59	726	978	363	225	173	61	535	722	115	76	192	381	355	309	18	15	14	28	20	13	57	32	23	6	12	6	14	4	10	105	34	26	8	4
zASV790	23	0	0	2	5	4	14	17	3	4	32	21	1	10	28	26	5	13	0	2	0	0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0
zASV791	2	0	3	15	2	7	20	26	33	12	0	0	48	65	11	10	37	115	40	26	0	1	1	4	3	2	3	0	8	0	0	1	0	0	0	2	0	4	1	0
zASV792	47	0	2	4	5	5	32	42	19	5	7	8	7	15	5	11	17	35	11	11	8	3	7	6	4	3	10	7	5	2	3	1	1	0	1	24	3	2	4	1
zASV793	16	13	15	16	7	7	22	25	21	7	3	6	27	75	14	13	9	18	15	22	10	4	28	21	6	2	25	14	31	9	10	16	12	14	3	118	21	9	20	3
zASV794	3	41	2	8	1	12	20	27	8	9	0	1	4	18	10	4	20	56	41	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV795	28	0	5	12	6	7	19	55	9	3	90	53	9	20	35	26	9	30	14	18	0	1	0	1	0	1	0	3	1	4	2	0	0	0	2	3	1	1	0	1
zASV796	9	0	2	7	9	4	15	32	22	13	0	2	10	12	30	11	17	66	35	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
zASV797	238	109	13	110	9	12	60	105	90	53	459	269	44	76	28	28	48	53	138	81	43	27	39	51	40	12	62	77	44	5	28	9	16	3	10	97	15	19	11	1
zASV798	80	0	2	9	8	4	30	37	15	14	74	63	15	18	9	11	12	22	23	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
zASV799	2	0	1	6	0	1	3	7	3	3	0	0	3	5	2	2	1	1	0	2	24	8	4	14	9	4	10	10	7	6	15	13	12	8	3	66	12	3	17	1
zASV8	5	0	10	134	42	917	376	529	2228	775	0	2	58	143	791	386	2076	774	1212	829	0	0	459	183	376	387	1260	666	2693	2836	8	2	565	338	379	11722	424	510	5454	2448
zASV80	6	0	2	16	1	3	8	13	14	14	0	2	17	13	4	1	9	21	7	3	292	300	255	971	419	290	866	1055	395	111	76	98	157	83	47	1727	150	142	252	114
zASV800	1	0	0	0	0	0	1	2	0	1	0	0	0	6	1	0	0	1	0	0	45	45	19	40	18	8	41	30	28	9	66	21	34	20	12	167	32	27	30	14
zASV801	34	10	18	19	5	10	59	69	38	13	3	2	48	32	11	9	14	31	44	24	25	19	38	42	24	16	95	93	38	16	19	17	25	7	12	170	26	18	40	16
zASV802	3	11	0	1	0	0	2	4	1	0	0	0	0	2	0	0	0	4	0	1	14	13	16	34	10	18	55	52	33	11	4	1	4	3	0	57	7	9	10	8
zASV803	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	18	9	1	10	7	4	10	7	5	3	9	6	13	2	3	73	16	6	19	6
zASV804	1	3	1	7	2	1	4	4	4	1	0	1	7	13	1	2	5	15	3	3	58	57	19	80	47	13	93	103	38	11	18	32	33	18	8	250	41	17	78	20
zASV805	7	18	3	5	2	2	3	9	14	4	1	1	5	10	1	1	1	3	3	0	55	12	15	19	12	9	25	36	17	4	33	25	33	15	12	129	18	27	20	8
zASV806	1	0	1	25	5	4	29	22	16	6	2	0	8	8	12	11	10	17	18	12	1	0	3	8	3	7	2	6	0	1	1	0	1	0	0	11	2	0	1	1
zASV807	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	1	0	0	1	0	76	50	26	63	25	12	117	89	28	9	129	24	35	14	13	131	61	53	68	16
zASV808	2	2	1	1	2	2	2	2	0	1	3	6	6	5	0	4	7	12	2	5	49	38	33	89	51	29	87	117	40	12	18	25	27	11	9	244	50	25	42	4
zASV809	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	4	11	23	28	4	17	9	18	1	5	19	25	10	2	131	33	34	31	7
zASV81	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	5	0	0	92	64	90	83	91	18	156	64	133	13	23	218	200	157	6	479	277	240	238	47
zASV810	24	10	0	1	0	0	1	4	4	3	2	2	1	4	3	5	2	5	0	2	31	45	23	60	41	25	50	59	69	10	35	21	38	12	10	227	35	32	22	10
zASV811	40	218	13	90	19	16	213	264	65	62	8	2	52	68	55	60	53	139	72	56	21	20	52	41	42	32	69	67	22	8	10	4	8	3	2	45	15	2	11	3
zASV812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	24	14	8	18	17	21	0	1	5	10	2	0	62	18	12	14	0
zASV813	0	0	0	1	3	1	0	4	5	1	0	3	3	5	1	0	1	0	1	0	16	5	6	16	14	4	27	14	19	12	5	10	13	0	3	94	9	11	18	7
zASV814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	14	0	9	3	3	8	15	10	1	11	6	9	4	2	82	14	9	16	4
zASV815	10	0	1	11	2	2	2	17	10	1	1	1	9	9	9	2	1	9	3	3	7	6	5	2	6	7	9	9	18	8	8	7	15	2	0	86	12	2	18	3
zASV816	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	346	220	18	25	60	5	70	80	27	10	463	252	287	146	57	666	279	142	299	94
zASV818	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	6	8	9	9	1	32	15	12	4	20	4	13	2	2	49	7	7	19	4
zASV819	0	0	0	2	0	0	1	0	0	0	3	0	0	2	0	0	2	6	0	3	10	6	6	23	14	5	16	24	9	1	11	3	8	4	2	73	11	6	9	0
zASV82	0	0	0	4	2	8	0	0	11	0	0	4	1	6	0	0	0	0	3	2	5	2	1	10	6	0	0	0	1	9	1	1	23	0	6	4416	0	0	6	15
zASV820	5	0	5	12	1	2	30	53	29	18	1	0	20	27	6	6	7	24	9	5	54	31	18	19	19	11	55	41	24	8	23	28	34	19	2	116	49	52	58	15
zASV822	343	318	25	129	43	26	198	227	84	76	63	29	76	94	41	31	51	134	81	53	122	25	91	115	90	70	102	132	71	6	84	24	17	13	13	240	35	15	32	15
zASV823	191	667	71	386	61	134	549	724	423	190	40	24	230	254	232	207	155	392	228	126	148	43	156	249	135	121	248	230	175	37	65	33	39	28	21	417	56	38	87	19
zASV825	82	0	4	24	21	14	66	120	32	16	191	124	34	44	68	62	34	73	43	31	0	1	2	0	2	1	1	7	4	1	3	1	1	0	2	12	1	1	2	1
zASV827	5	0	5	65	0	1	11	11	84	61	44	28	46	43	50	55	15	17	133	87	0	0	0	2	0	2	5	2	0	0	3	0	0	0	4	10	31	18	1	0
zASV828	15	47	5	44	4	2	16	19	113	61	16	13	25	21	5	9	6	12	23	12	7	5	2	0	11	1	18	9	1	1	2	0	0	2	2	22	21	24	5	1
zASV829	33	0	1	8	3	5	28	41	9	9	64	32	3	8	2	1	3	16	10	6	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	1	1	3	0	0
zASV83	22	0	2	8	2	0	27	36	21	6	3	2	16	14	6	9	9	20	7	10	653	608	364	611	467	268	976	830	446	170	661	270	331	155	156	2737	529	400	580	171
zASV830	23	0	6	38	14	23	68	82	36	18	2	1	19	31	36	25	23	78	24	15	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
zASV831	42	31	4	14	10	16	77	133	53	25	22	10	16	21	18	30	35	72	48	36	7	1	1	0	0	0	2	1	0	1	0	0	0	0	0	5	2	5	0	0
zASV832	255	166	16	41	21	29	168	250	86	40	29	15	48	54	37	41	68	128	78	29	49	18	42	38	23	21	69	70	46	14	18	9	2	9	2	102	13	6	13	6
zASV833	43	53	5	21	13	13	89	114	46	25	7	13	12	12	32	17	21	35	34	11	4	5	17	17	7	12	21	16	9	4	2	0	1	1	1	29	0	1	4	0
zASV834	15	0	4	23	7	12	20	32	24	12	19	12	15	4	13	15	13	20	30	23	0	0	0	0	1	0	2	1	2	0	0	0	1	1	0	11	1	0	1	1
zASV835	12	0	8	16	0	0	0	4	24	15	67	51	15	20	0	0	3	8	12	15	1	0	0	0	0	2	10	4	1	0	1	1	0	0	0	0	0	0	0	0
zASV836	23	0	4	19	0	1	2	7	8	1	49	34	2	6	3	2	3	7	10	9	4	2	7	4	5	1	7	6	2	1	1	1	0	0	1	14	2	1	1	1
zASV837	5	0	1	7	9	4	58	67	14	3	61	14	3	0	12	14	2	9	1	1	0	0	1	0	4	0	4	3	0	2	1	0	0	0	0	11	7	3	0	0
zASV838	21	0	2	10	7	2	38	78	27	14	16	5	28	30	12	10	13	40	28	26	0	2	1	1	0	2	1	2	1	0	0	0	0	0	0	0	1	0	1	0
zASV839	10	0	2	16	1	0	11	13	13	4	14	8	42	49	21	11	16	23	43	54	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
zASV84	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	0	1	0	0	54	68	44	79	86	17	89	84	97	9	34	169	210	90	11	563	207	163	201	37
zASV840	87	60	78	135	24	19	227	317	216	104	33	22	267	297	31	30	60	91	242	198	2	0	2	1	1	6	13	12	1	3	0	3	1	0	0	11	1	3	0	0
zASV841	14	0	6	11	5	12	19	31	21	5	25	6	6	7	18	34	8	33	17	16	0	0	0	0	2	1	0	1	3	0	1	0	1	0	0	11	1	2	4	0
zASV842	196	39	59	149	33	36	554	723	289	163	57	49	208	297	28	25	86	149	215	184	6	10	10	15	7	22	47	20	14	6	0	4	8	1	6	32	18	12	1	0
zASV844	56	0	12	40	11	27	72	112	62	26	60	29	30	17	61	48	46	77	64	47	2	0	0	1	7	6	11	1	6	2	0	0	2	2	5	35	1	3	5	4
zASV845	40	0	1	10	4	7	18	23	15	4	4	2	4	17	8	8	5	21	9	5	11	3	4	4	5	1	4	6	10	1	11	3	8	5	1	33	4	1	7	2
zASV846	23	0	7	53	9	6	42	70	57	23	8	6	37	82	16	10	15	25	85	64	0	0	0	1	0	2	2	4	2	0	0	0	0	0	0	7	1	1	0	0
zASV847	2	0	5	24	0	0	0	0	2	4	6	6	76	102	1	1	4	9	51	52	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0
zASV848	12	0	15	24	3	2	36	31	19	5	20	3	70	91	5	17	17	32	55	37	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	1	0	0	0
zASV849	4	0	8	27	2	3	71	134	54	22	9	8	18	19	7	4	14	37	28	16	1	1	1	0	0	4	4	1	0	0	0	0	0	0	0	1	0	1	0	0
zASV85	3	57	8	16	0	4	6	12	19	10	0	0	34	29	10	4	25	55	20	8	362	299	133	480	233	79	449	529	280	83	132	178	235	122	44	1531	222	175	407	155
zASV851	0	1	1	29	1	2	0	0	0	0	0	0	47	7	6	3	0	0	0	1	0	1	2	24	7	10	1	0	0	1	0	1	32	1	36	576	0	0	2	6
zASV852	103	37	74	186	21	17	212	362	236	135	49	16	403	486	75	71	101	185	412	364	8	1	8	13	3	4	16	23	8	4	0	1	4	1	4	48	18	16	7	4
zASV853	2	0	3	22	5	9	4	9	8	7	19	11	30	32	19	18	18	55	14	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zASV854	9	0	2	19	2	4	15	27	26	12	6	3	32	36	2	9	11	20	53	35	1	2	0	1	0	0	1	1	0	0	0	2	0	1	0	8	0	0	0	0
zASV855	10	0	4	10	6	8	91	93	17	5	57	21	0	5	6	12	8	15	2	0	0	0	0	0	2	1	5	0	2	0	4	2	2	0	0	14	7	2	2	0
zASV856	63	124	26	74	12	16	198	315	67	56	72	30	159	136	49	35	75	135	80	76	4	1	0	1	3	0	2	1	1	0	2	0	0	1	0	13	2	1	1	0
zASV857	22	0	0	1	0	0	3	3	1	0	230	127	2	1	2	0	1	2	8	6	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
zASV858	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	70	53	47	59	30	25	406	354	42	10	54	9	12	15	4	52	106	97	81	10
zASV859	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15	9	12	13	2	33	34	0	2	30	5	13	8	2	34	14	11	32	1
zASV86	23	0	5	14	2	5	11	28	9	7	3	2	16	16	1	10	7	18	3	5	528	462	372	460	282	161	625	590	304	74	475	293	236	130	79	1900	353	261	361	116
zASV860	40	0	5	10	5	10	20	33	9	12	4	9	14	26	6	12	27	41	17	15	39	24	22	37	16	18	57	40	32	5	33	18	15	4	10	108	16	27	11	8
